target_support,observed_target,residual
Native footprints,0.3819773197174072,0.0269180930035297
Native footprints,0.4420449733734131,-0.0146360643255039
Native footprints,0.3616676330566406,0.0408591938594823
Native footprints,0.417823314666748,-0.0247993211934888
Native footprints,0.689967155456543,-0.2690977192301399
Native footprints,0.0884120464324951,0.2589104827974421
Native footprints,0.1743018627166748,0.1741653119835346
Native footprints,0.5084810256958008,-0.0772976025048307
Native footprints,0.258434534072876,0.0333855730919074
Native footprints,0.416471004486084,-0.0164427905356188
Native footprints,0.4194040298461914,0.0176771272906399
Native footprints,0.4764184951782226,-0.0730550549981859
Native footprints,-0.170195072889328,0.5667330629266197
Native footprints,0.579291820526123,-0.2184388800075666
Native footprints,0.4887714385986328,-0.0588830267289177
Native footprints,0.5139350891113281,-0.0374276806982916
Native footprints,0.3981037139892578,0.0633679988827566
Native footprints,0.2147295475006103,0.259860036813049
Native footprints,0.3366162776947021,0.1087164739157071
Native footprints,0.2921178340911865,0.1195680583991825
Native footprints,0.2047624588012695,0.2152241378581943
Native footprints,0.3508820533752441,0.0197411399025506
Native footprints,0.5708894729614258,-0.165110884826038
Native footprints,0.3006563186645508,0.1330942134009398
Native footprints,0.3337423801422119,0.0688595070018496
Native footprints,0.645646333694458,-0.2295504150861888
Native footprints,0.3916945457458496,0.001625087480933
Native footprints,0.4619917869567871,-0.0129651334955206
Native footprints,0.534947395324707,-0.1303978992503209
Native footprints,0.5873706340789795,-0.1387314901639116
Native footprints,0.4343118667602539,0.0011640689674013
Native footprints,0.0207672119140625,0.3799717582855096
Native footprints,0.3178446292877197,0.0856851887739429
Native footprints,0.408867597579956,0.0159899999033584
Native footprints,0.5699846744537354,-0.194504682593829
Native footprints,0.423367977142334,-0.0541327079076682
Native footprints,0.451763391494751,-0.0839938672260913
Native footprints,0.7437052726745605,-0.4670205221380785
Native footprints,0.4675586223602295,-0.184805557605076
Native footprints,-0.1240863800048828,0.4670015824630821
Native footprints,0.252786636352539,0.0791479326622255
Native footprints,0.3420777320861816,0.0039719327307849
Native footprints,0.1760087013244629,0.2290521674756952
Native footprints,0.5946624279022217,-0.1460366886947996
Native footprints,0.4205565452575683,0.0720985359433236
Native footprints,0.6989932060241699,-0.153573146510349
Native footprints,0.5360167026519775,-0.0667291249908426
Native footprints,0.2700023651123047,0.0875731397240591
Native footprints,0.2870299816131592,0.1557423481393584
Native footprints,0.0252938270568847,0.4164690392541817
Native footprints,0.1786997318267822,0.1617594643909764
Native footprints,0.5648267269134521,-0.168549591873459
